order_item_id,order_id,book_id,book_title,book_author,quantity,price_at_time,total_price
22240,4884,58,Think and Grow Rich,Napoleon Hill,2,20.17,40.34
22241,4884,27,Pride and Prejudice,Jane Austen,2,13.13,26.26
22242,4884,94,The Invisible Bridge,Julie Orringer,1,17.52,17.52
22243,4884,66,The Sun and Her Flowers,Rupi Kaur,2,15.18,30.36
22244,4884,39,Educated,Tara Westover,2,16.36,32.72
22245,4885,1,The Great Gatsby,F. Scott Fitzgerald,3,12.68,38.04
22246,4885,33,Gone Girl,Gillian Flynn,2,13.69,27.38
22247,4885,72,Treasure Island,Robert Louis Stevenson,1,12.58,12.58
22248,4885,25,The Way of Kings,Brandon Sanderson,3,30.35,91.05
22249,4886,24,The Name of the Wind,Patrick Rothfuss,2,15.52,31.04
22250,4886,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,1,13.7,13.7
22251,4887,16,The Martian,Andy Weir,3,14.75,44.25
22252,4887,91,Normal People,Sally Rooney,1,17.11,17.11
22253,4887,94,The Invisible Bridge,Julie Orringer,3,19.71,59.13
22254,4887,31,Me Before You,Jojo Moyes,2,15.14,30.28
22255,4887,72,Treasure Island,Robert Louis Stevenson,2,9.66,19.32
22256,4887,100,Anxious People,Fredrik Backman,2,15.46,30.92
22257,4888,92,The Guest List,Lucy Foley,1,15.82,15.82
22258,4888,79,The Time Traveler's Wife,Audrey Niffenegger,3,20.06,60.18
22259,4889,1,The Great Gatsby,F. Scott Fitzgerald,1,12.39,12.39
22260,4889,73,Robinson Crusoe,Daniel Defoe,3,13.34,40.02
22261,4889,35,And Then There Were None,Agatha Christie,2,13.9,27.8
22262,4889,28,Sense and Sensibility,Jane Austen,1,11.55,11.55
22263,4890,54,The Perks of Being a Wallflower,Stephen Chbosky,1,13.72,13.72
22264,4890,93,The Invisible Life of Addie LaRue,V.E. Schwab,2,17.99,35.98
22265,4890,89,Project Hail Mary,Andy Weir,3,22.62,67.86
22266,4890,23,A Game of Thrones,George R.R. Martin,2,15.51,31.02
22267,4890,33,Gone Girl,Gillian Flynn,1,13.12,13.12
22268,4891,98,The Vanishing Half,Brit Bennett,2,21.5,43.0
22269,4891,46,Cold Mountain,Charles Frazier,3,18.47,55.41
22270,4892,95,The Song of Achilles,Madeline Miller,1,18.98,18.98
22271,4892,54,The Perks of Being a Wallflower,Stephen Chbosky,3,11.21,33.63
22272,4893,28,Sense and Sensibility,Jane Austen,1,13.27,13.27
22273,4893,96,Big Little Lies,Liane Moriarty,3,15.54,46.62
22274,4893,13,Foundation,Isaac Asimov,1,12.47,12.47
22275,4893,9,Wuthering Heights,Emily Brontë,2,15.07,30.14
22276,4894,13,Foundation,Isaac Asimov,1,14.68,14.68
22277,4894,5,Moby Dick,Herman Melville,3,16.27,48.81
22278,4895,7,Jane Eyre,Charlotte Brontë,2,11.75,23.5
22279,4895,54,The Perks of Being a Wallflower,Stephen Chbosky,2,10.8,21.6
22280,4895,50,It,Stephen King,1,25.11,25.11
22281,4895,92,The Guest List,Lucy Foley,2,17.42,34.84
22282,4895,23,A Game of Thrones,George R.R. Martin,3,21.84,65.52
22283,4895,99,Such a Fun Age,Kiley Reid,1,15.97,15.97
22284,4895,8,The Brothers Karamazov,Fyodor Dostoevsky,2,26.74,53.48
22285,4895,5,Moby Dick,Herman Melville,2,15.66,31.32
22286,4896,55,Meditations,Marcus Aurelius,2,15.39,30.78
22287,4896,92,The Guest List,Lucy Foley,3,17.9,53.7
22288,4896,22,The Hobbit,J.R.R. Tolkien,3,16.7,50.1
22289,4896,19,The Hitchhiker's Guide to the Galaxy,Douglas Adams,3,11.76,35.28
22290,4896,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,3,14.08,42.24
22291,4897,24,The Name of the Wind,Patrick Rothfuss,2,18.25,36.5
22292,4897,49,Frankenstein,Mary Shelley,3,14.45,43.35
22293,4897,17,Neuromancer,William Gibson,3,14.18,42.54
22294,4898,86,"Where Are You Going, Bernadette",Maria Semple,3,16.54,49.62
22295,4898,70,War and Peace,Leo Tolstoy,3,25.23,75.69
22296,4898,18,Ender's Game,Orson Scott Card,2,16.98,33.96
22297,4898,57,Man's Search for Meaning,Viktor E. Frankl,2,15.33,30.66
22298,4899,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,3,14.5,43.5
22299,4899,5,Moby Dick,Herman Melville,3,16.98,50.94
22300,4900,97,The Poppy War,R.F. Kuang,1,17.34,17.34
22301,4900,96,Big Little Lies,Liane Moriarty,3,15.37,46.11
22302,4900,13,Foundation,Isaac Asimov,1,16.56,16.56
22303,4900,57,Man's Search for Meaning,Viktor E. Frankl,2,13.89,27.78
22304,4901,27,Pride and Prejudice,Jane Austen,2,12.47,24.94
22305,4901,52,The Fault in Our Stars,John Green,3,14.22,42.66
22306,4902,100,Anxious People,Fredrik Backman,3,18.39,55.17
22307,4902,97,The Poppy War,R.F. Kuang,2,19.48,38.96
22308,4902,80,Where the Crawdads Sing,Delia Owens,2,20.32,40.64
22309,4902,83,Klara and the Sun,Kazuo Ishiguro,3,25.57,76.71
22310,4902,89,Project Hail Mary,Andy Weir,3,20.78,62.34
22311,4902,66,The Sun and Her Flowers,Rupi Kaur,2,12.4,24.8
22312,4902,68,Don Quixote,Miguel de Cervantes,2,25.46,50.92
22313,4903,27,Pride and Prejudice,Jane Austen,2,10.67,21.34
22314,4904,41,Becoming,Michelle Obama,3,23.65,70.95
22315,4904,16,The Martian,Andy Weir,2,16.42,32.84
22316,4904,92,The Guest List,Lucy Foley,2,14.6,29.2
22317,4904,23,A Game of Thrones,George R.R. Martin,2,20.08,40.16
22318,4905,73,Robinson Crusoe,Daniel Defoe,1,12.75,12.75
22319,4905,41,Becoming,Michelle Obama,1,24.76,24.76
22320,4906,30,The Notebook,Nicholas Sparks,2,15.94,31.88
22321,4906,11,1984,George Orwell,1,15.17,15.17
22322,4906,91,Normal People,Sally Rooney,1,17.74,17.74
22323,4906,62,The Selfish Gene,Richard Dawkins,1,17.29,17.29
22324,4906,96,Big Little Lies,Liane Moriarty,3,17.58,52.74
22325,4906,93,The Invisible Life of Addie LaRue,V.E. Schwab,2,20.27,40.54
22326,4906,2,To Kill a Mockingbird,Harper Lee,1,16.49,16.49
22327,4907,56,The Republic,Plato,2,17.47,34.94
22328,4907,54,The Perks of Being a Wallflower,Stephen Chbosky,3,14.36,43.08
22329,4907,93,The Invisible Life of Addie LaRue,V.E. Schwab,3,19.78,59.34
22330,4907,84,The Handmaid's Tale,Margaret Atwood,1,17.9,17.9
22331,4907,74,The Adventures of Tom Sawyer,Mark Twain,3,13.03,39.09
22332,4907,17,Neuromancer,William Gibson,3,15.28,45.84
22333,4907,28,Sense and Sensibility,Jane Austen,1,10.44,10.44
22334,4907,24,The Name of the Wind,Patrick Rothfuss,1,15.77,15.77
22335,4908,1,The Great Gatsby,F. Scott Fitzgerald,2,14.58,29.16
22336,4908,46,Cold Mountain,Charles Frazier,2,14.23,28.46
22337,4908,50,It,Stephen King,2,20.05,40.1
22338,4909,71,Anna Karenina,Leo Tolstoy,1,21.71,21.71
22339,4909,88,The Power,Naomi Alderman,3,17.3,51.9
22340,4909,99,Such a Fun Age,Kiley Reid,2,16.87,33.74
22341,4909,47,The Shining,Stephen King,2,16.89,33.78
22342,4910,69,Les Misérables,Victor Hugo,3,21.63,64.89
22343,4910,12,Dune,Frank Herbert,1,15.26,15.26
22344,4910,41,Becoming,Michelle Obama,3,21.54,64.62
22345,4910,9,Wuthering Heights,Emily Brontë,2,12.01,24.02
22346,4911,64,Leaves of Grass,Walt Whitman,3,14.84,44.52
22347,4911,52,The Fault in Our Stars,John Green,2,12.75,25.5
22348,4911,29,Outlander,Diana Gabaldon,3,17.48,52.44
22349,4911,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,3,16.53,49.59
22350,4911,50,It,Stephen King,1,21.73,21.73
22351,4911,9,Wuthering Heights,Emily Brontë,2,13.32,26.64
22352,4912,28,Sense and Sensibility,Jane Austen,2,11.39,22.78
22353,4912,5,Moby Dick,Herman Melville,2,16.19,32.38
22354,4912,33,Gone Girl,Gillian Flynn,3,19.01,57.03
22355,4912,20,Blade Runner (Do Androids Dream of Electric Sheep?),Philip K. Dick,3,15.17,45.51
22356,4912,2,To Kill a Mockingbird,Harper Lee,2,21.95,43.9
22357,4912,58,Think and Grow Rich,Napoleon Hill,3,19.98,59.94
22358,4913,83,Klara and the Sun,Kazuo Ishiguro,2,26.35,52.7
22359,4913,95,The Song of Achilles,Madeline Miller,3,20.08,60.24
22360,4913,54,The Perks of Being a Wallflower,Stephen Chbosky,2,11.86,23.72
22361,4913,33,Gone Girl,Gillian Flynn,3,18.65,55.95
22362,4913,8,The Brothers Karamazov,Fyodor Dostoevsky,3,23.04,69.12
22363,4913,7,Jane Eyre,Charlotte Brontë,2,16.32,32.64
22364,4913,94,The Invisible Bridge,Julie Orringer,3,15.8,47.4
22365,4914,79,The Time Traveler's Wife,Audrey Niffenegger,1,17.67,17.67
22366,4915,52,The Fault in Our Stars,John Green,2,15.25,30.5
22367,4915,9,Wuthering Heights,Emily Brontë,3,15.05,45.15
22368,4916,9,Wuthering Heights,Emily Brontë,2,15.46,30.92
22369,4916,81,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,3,13.84,41.52
22370,4916,53,Divergent,Veronica Roth,2,15.14,30.28
22371,4916,50,It,Stephen King,1,20.47,20.47
22372,4917,71,Anna Karenina,Leo Tolstoy,2,19.71,39.42
22373,4917,15,Fahrenheit 451,Ray Bradbury,1,15.89,15.89
22374,4917,50,It,Stephen King,1,17.79,17.79
22375,4917,82,Circe,Madeline Miller,2,20.91,41.82
22376,4918,58,Think and Grow Rich,Napoleon Hill,2,18.29,36.58
22377,4918,90,The Thursday Murder Club,Richard Osman,3,17.9,53.7
22378,4918,97,The Poppy War,R.F. Kuang,1,18.1,18.1
22379,4918,14,Brave New World,Aldous Huxley,2,16.18,32.36
22380,4918,41,Becoming,Michelle Obama,1,24.39,24.39
22381,4919,1,The Great Gatsby,F. Scott Fitzgerald,2,12.55,25.1
22382,4920,22,The Hobbit,J.R.R. Tolkien,2,12.27,24.54
22383,4920,63,The Code Breaker,Walter Isaacson,2,24.3,48.6
22384,4920,82,Circe,Madeline Miller,2,19.54,39.08
22385,4920,24,The Name of the Wind,Patrick Rothfuss,1,15.14,15.14
22386,4920,5,Moby Dick,Herman Melville,3,17.24,51.72
22387,4920,51,The Hunger Games,Suzanne Collins,3,16.11,48.33
22388,4921,10,The Odyssey,Homer,3,15.07,45.21
22389,4921,43,The Book Thief,Markus Zusak,1,17.85,17.85
22390,4921,31,Me Before You,Jojo Moyes,1,14.39,14.39
22391,4921,86,"Where Are You Going, Bernadette",Maria Semple,3,13.26,39.78
22392,4921,71,Anna Karenina,Leo Tolstoy,1,24.92,24.92
22393,4921,24,The Name of the Wind,Patrick Rothfuss,3,20.91,62.73
22394,4921,11,1984,George Orwell,3,12.69,38.07
22395,4921,79,The Time Traveler's Wife,Audrey Niffenegger,3,15.68,47.04
22396,4922,88,The Power,Naomi Alderman,2,21.18,42.36
22397,4922,66,The Sun and Her Flowers,Rupi Kaur,2,17.13,34.26
22398,4922,39,Educated,Tara Westover,1,17.25,17.25
22399,4922,59,The Lean Startup,Eric Ries,2,20.21,40.42
22400,4922,63,The Code Breaker,Walter Isaacson,2,22.64,45.28
22401,4923,69,Les Misérables,Victor Hugo,2,24.0,48.0
22402,4923,8,The Brothers Karamazov,Fyodor Dostoevsky,2,21.45,42.9
22403,4923,32,The Girl with the Dragon Tattoo,Stieg Larsson,2,19.83,39.66
22404,4924,52,The Fault in Our Stars,John Green,2,13.49,26.98
22405,4924,53,Divergent,Veronica Roth,1,15.94,15.94
22406,4924,89,Project Hail Mary,Andy Weir,3,23.54,70.62
22407,4924,93,The Invisible Life of Addie LaRue,V.E. Schwab,2,21.85,43.7
22408,4924,20,Blade Runner (Do Androids Dream of Electric Sheep?),Philip K. Dick,1,13.89,13.89
22409,4924,71,Anna Karenina,Leo Tolstoy,2,20.5,41.0
22410,4924,99,Such a Fun Age,Kiley Reid,1,18.53,18.53
22411,4925,22,The Hobbit,J.R.R. Tolkien,1,12.19,12.19
22412,4925,58,Think and Grow Rich,Napoleon Hill,1,19.78,19.78
22413,4926,66,The Sun and Her Flowers,Rupi Kaur,3,14.89,44.67
22414,4926,64,Leaves of Grass,Walt Whitman,1,19.34,19.34
22415,4926,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,3,17.65,52.95
22416,4926,34,The Da Vinci Code,Dan Brown,1,16.19,16.19
22417,4926,10,The Odyssey,Homer,2,19.0,38.0
22418,4926,37,The Murder of Roger Ackroyd,Agatha Christie,1,14.35,14.35
22419,4926,52,The Fault in Our Stars,John Green,3,16.7,50.1
22420,4926,75,Into the Wild,Jon Krakauer,3,15.06,45.18
22421,4927,58,Think and Grow Rich,Napoleon Hill,1,17.14,17.14
22422,4927,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,2,16.52,33.04
22423,4927,43,The Book Thief,Markus Zusak,1,14.94,14.94
22424,4927,24,The Name of the Wind,Patrick Rothfuss,3,18.49,55.47
22425,4927,47,The Shining,Stephen King,2,17.41,34.82
22426,4927,16,The Martian,Andy Weir,1,18.03,18.03
22427,4927,79,The Time Traveler's Wife,Audrey Niffenegger,3,17.92,53.76
22428,4928,96,Big Little Lies,Liane Moriarty,2,15.29,30.58
22429,4928,43,The Book Thief,Markus Zusak,3,15.66,46.98
22430,4928,84,The Handmaid's Tale,Margaret Atwood,1,15.88,15.88
22431,4929,92,The Guest List,Lucy Foley,3,14.81,44.43
22432,4929,77,Life of Pi,Yann Martel,3,14.65,43.95
22433,4929,97,The Poppy War,R.F. Kuang,2,15.41,30.82
22434,4929,34,The Da Vinci Code,Dan Brown,1,15.8,15.8
22435,4930,35,And Then There Were None,Agatha Christie,2,12.15,24.3
22436,4930,53,Divergent,Veronica Roth,2,18.98,37.96
22437,4930,23,A Game of Thrones,George R.R. Martin,2,20.03,40.06
22438,4930,100,Anxious People,Fredrik Backman,2,15.14,30.28
22439,4930,33,Gone Girl,Gillian Flynn,1,17.8,17.8
22440,4930,34,The Da Vinci Code,Dan Brown,1,16.18,16.18
22441,4931,98,The Vanishing Half,Brit Bennett,1,20.89,20.89
22442,4931,7,Jane Eyre,Charlotte Brontë,2,14.99,29.98
22443,4931,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,1,13.88,13.88
22444,4931,61,A Brief History of Time,Stephen Hawking,1,16.26,16.26
22445,4931,86,"Where Are You Going, Bernadette",Maria Semple,3,15.17,45.51
22446,4931,51,The Hunger Games,Suzanne Collins,3,17.19,51.57
22447,4931,83,Klara and the Sun,Kazuo Ishiguro,1,20.31,20.31
22448,4932,27,Pride and Prejudice,Jane Austen,3,11.18,33.54
22449,4932,31,Me Before You,Jojo Moyes,2,13.57,27.14
22450,4932,29,Outlander,Diana Gabaldon,1,20.87,20.87
22451,4932,41,Becoming,Michelle Obama,3,18.99,56.97
22452,4932,93,The Invisible Life of Addie LaRue,V.E. Schwab,1,18.68,18.68
22453,4933,23,A Game of Thrones,George R.R. Martin,3,19.69,59.07
22454,4934,13,Foundation,Isaac Asimov,2,13.58,27.16
22455,4934,78,The Alchemist,Paulo Coelho,2,11.29,22.58
22456,4934,98,The Vanishing Half,Brit Bennett,1,17.09,17.09
22457,4934,90,The Thursday Murder Club,Richard Osman,2,18.19,36.38
22458,4934,62,The Selfish Gene,Richard Dawkins,3,19.93,59.79
22459,4935,97,The Poppy War,R.F. Kuang,2,22.19,44.38
22460,4935,17,Neuromancer,William Gibson,2,16.08,32.16
22461,4935,92,The Guest List,Lucy Foley,3,13.95,41.85
22462,4935,7,Jane Eyre,Charlotte Brontë,3,16.74,50.22
22463,4936,7,Jane Eyre,Charlotte Brontë,1,13.29,13.29
22464,4936,61,A Brief History of Time,Stephen Hawking,3,14.49,43.47
22465,4936,39,Educated,Tara Westover,1,21.0,21.0
22466,4936,33,Gone Girl,Gillian Flynn,2,16.48,32.96
22467,4936,95,The Song of Achilles,Madeline Miller,1,19.66,19.66
22468,4937,61,A Brief History of Time,Stephen Hawking,3,16.64,49.92
22469,4937,53,Divergent,Veronica Roth,2,18.63,37.26
22470,4937,43,The Book Thief,Markus Zusak,2,15.72,31.44
22471,4937,50,It,Stephen King,3,20.28,60.84
22472,4937,82,Circe,Madeline Miller,2,19.15,38.3
22473,4937,93,The Invisible Life of Addie LaRue,V.E. Schwab,1,26.03,26.03
22474,4938,59,The Lean Startup,Eric Ries,2,17.96,35.92
22475,4938,35,And Then There Were None,Agatha Christie,1,14.05,14.05
22476,4938,44,All Quiet on the Western Front,Erich Maria Remarque,1,15.93,15.93
22477,4938,48,Dracula,Bram Stoker,3,15.61,46.83
22478,4939,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,13.98,27.96
22479,4940,65,The Complete Poems of Emily Dickinson,Emily Dickinson,1,20.47,20.47
22480,4941,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,10.84,21.68
22481,4941,30,The Notebook,Nicholas Sparks,1,11.83,11.83
22482,4941,45,The Pillars of the Earth,Ken Follett,2,17.49,34.98
22483,4942,79,The Time Traveler's Wife,Audrey Niffenegger,1,18.26,18.26
22484,4942,45,The Pillars of the Earth,Ken Follett,1,21.51,21.51
22485,4942,84,The Handmaid's Tale,Margaret Atwood,3,15.96,47.88
22486,4942,99,Such a Fun Age,Kiley Reid,1,15.36,15.36
22487,4943,12,Dune,Frank Herbert,2,17.08,34.16
22488,4944,68,Don Quixote,Miguel de Cervantes,2,24.38,48.76
22489,4944,48,Dracula,Bram Stoker,3,14.19,42.57
22490,4944,62,The Selfish Gene,Richard Dawkins,1,20.07,20.07
22491,4944,24,The Name of the Wind,Patrick Rothfuss,3,16.41,49.23
22492,4945,36,The Silent Patient,Alex Michaelides,3,17.63,52.89
22493,4945,64,Leaves of Grass,Walt Whitman,3,18.16,54.48
22494,4945,53,Divergent,Veronica Roth,1,15.62,15.62
22495,4945,76,The Kite Runner,Khaled Hosseini,3,18.76,56.28
22496,4945,11,1984,George Orwell,1,14.16,14.16
22497,4946,29,Outlander,Diana Gabaldon,2,16.3,32.6
22498,4946,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2,16.95,33.9
22499,4946,99,Such a Fun Age,Kiley Reid,3,17.01,51.03
22500,4946,6,The Lord of the Rings: The Fellowship of the Ring,J.R.R. Tolkien,1,17.01,17.01
22501,4946,58,Think and Grow Rich,Napoleon Hill,2,14.13,28.26
22502,4947,85,The Seven Moons of Maali Almeida,Shehan Karunatilaka,3,19.01,57.03
22503,4947,68,Don Quixote,Miguel de Cervantes,2,20.73,41.46
22504,4947,71,Anna Karenina,Leo Tolstoy,2,24.11,48.22
22505,4947,91,Normal People,Sally Rooney,1,16.94,16.94
22506,4948,77,Life of Pi,Yann Martel,2,15.73,31.46
22507,4948,30,The Notebook,Nicholas Sparks,1,15.29,15.29
22508,4948,60,Good to Great,Jim Collins,2,14.91,29.82
22509,4948,74,The Adventures of Tom Sawyer,Mark Twain,2,10.21,20.42
22510,4949,64,Leaves of Grass,Walt Whitman,3,16.94,50.82
22511,4949,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,12.99,25.98
22512,4949,72,Treasure Island,Robert Louis Stevenson,1,13.81,13.81
22513,4949,23,A Game of Thrones,George R.R. Martin,3,20.64,61.92
22514,4949,5,Moby Dick,Herman Melville,2,12.53,25.06
22515,4949,93,The Invisible Life of Addie LaRue,V.E. Schwab,2,17.67,35.34
22516,4949,78,The Alchemist,Paulo Coelho,2,15.87,31.74
22517,4950,30,The Notebook,Nicholas Sparks,2,13.46,26.92
22518,4951,30,The Notebook,Nicholas Sparks,1,13.2,13.2
22519,4951,46,Cold Mountain,Charles Frazier,1,14.69,14.69
22520,4951,65,The Complete Poems of Emily Dickinson,Emily Dickinson,2,18.33,36.66
22521,4952,31,Me Before You,Jojo Moyes,2,15.03,30.06
22522,4952,52,The Fault in Our Stars,John Green,3,13.66,40.98
22523,4952,60,Good to Great,Jim Collins,2,19.73,39.46
22524,4952,32,The Girl with the Dragon Tattoo,Stieg Larsson,3,18.97,56.91
22525,4952,16,The Martian,Andy Weir,3,16.36,49.08
22526,4952,48,Dracula,Bram Stoker,1,13.59,13.59
22527,4953,36,The Silent Patient,Alex Michaelides,1,22.29,22.29
22528,4953,57,Man's Search for Meaning,Viktor E. Frankl,2,17.33,34.66
22529,4953,90,The Thursday Murder Club,Richard Osman,2,16.08,32.16
22530,4953,11,1984,George Orwell,2,12.89,25.78
22531,4953,88,The Power,Naomi Alderman,1,20.94,20.94
22532,4953,6,The Lord of the Rings: The Fellowship of the Ring,J.R.R. Tolkien,1,19.37,19.37
22533,4953,80,Where the Crawdads Sing,Delia Owens,1,16.0,16.0
22534,4954,50,It,Stephen King,2,19.97,39.94
22535,4954,79,The Time Traveler's Wife,Audrey Niffenegger,1,17.99,17.99
22536,4954,2,To Kill a Mockingbird,Harper Lee,3,20.61,61.83
22537,4954,18,Ender's Game,Orson Scott Card,2,12.3,24.6
22538,4954,60,Good to Great,Jim Collins,2,17.54,35.08
22539,4954,48,Dracula,Bram Stoker,2,11.75,23.5
22540,4955,58,Think and Grow Rich,Napoleon Hill,1,14.33,14.33
22541,4956,95,The Song of Achilles,Madeline Miller,2,18.11,36.22
22542,4956,64,Leaves of Grass,Walt Whitman,3,16.55,49.65
22543,4956,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,1,18.54,18.54
22544,4957,80,Where the Crawdads Sing,Delia Owens,1,19.58,19.58
22545,4957,26,"The Lion, the Witch and the Wardrobe",C.S. Lewis,2,12.27,24.54
22546,4957,64,Leaves of Grass,Walt Whitman,3,17.73,53.19
22547,4958,95,The Song of Achilles,Madeline Miller,2,16.82,33.64
22548,4958,5,Moby Dick,Herman Melville,2,15.45,30.9
22549,4958,71,Anna Karenina,Leo Tolstoy,2,23.5,47.0
22550,4958,43,The Book Thief,Markus Zusak,3,20.27,60.81
22551,4958,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,3,18.07,54.21
22552,4958,87,The Midnight Library,Matt Haig,3,21.7,65.1
22553,4958,72,Treasure Island,Robert Louis Stevenson,2,12.2,24.4
22554,4959,73,Robinson Crusoe,Daniel Defoe,1,13.85,13.85
22555,4959,33,Gone Girl,Gillian Flynn,3,14.88,44.64
22556,4959,12,Dune,Frank Herbert,1,18.6,18.6
22557,4960,12,Dune,Frank Herbert,3,16.45,49.35
22558,4960,11,1984,George Orwell,2,14.12,28.24
22559,4960,7,Jane Eyre,Charlotte Brontë,2,14.09,28.18
22560,4960,44,All Quiet on the Western Front,Erich Maria Remarque,3,15.23,45.69
22561,4960,99,Such a Fun Age,Kiley Reid,1,17.5,17.5
22562,4960,76,The Kite Runner,Khaled Hosseini,2,16.37,32.74
22563,4960,98,The Vanishing Half,Brit Bennett,1,21.23,21.23
22564,4961,94,The Invisible Bridge,Julie Orringer,3,18.59,55.77
22565,4961,50,It,Stephen King,1,23.74,23.74
22566,4961,89,Project Hail Mary,Andy Weir,1,21.94,21.94
22567,4961,46,Cold Mountain,Charles Frazier,3,14.9,44.7
22568,4962,59,The Lean Startup,Eric Ries,2,18.0,36.0
22569,4963,1,The Great Gatsby,F. Scott Fitzgerald,2,14.23,28.46
22570,4963,93,The Invisible Life of Addie LaRue,V.E. Schwab,3,18.18,54.54
22571,4963,13,Foundation,Isaac Asimov,2,17.95,35.9
22572,4963,88,The Power,Naomi Alderman,2,17.33,34.66
22573,4963,98,The Vanishing Half,Brit Bennett,1,23.05,23.05
22574,4963,2,To Kill a Mockingbird,Harper Lee,2,18.46,36.92
22575,4963,50,It,Stephen King,3,18.36,55.08
22576,4963,35,And Then There Were None,Agatha Christie,2,12.96,25.92
22577,4964,16,The Martian,Andy Weir,2,14.26,28.52
22578,4964,70,War and Peace,Leo Tolstoy,1,21.46,21.46
22579,4964,10,The Odyssey,Homer,3,17.21,51.63
22580,4965,17,Neuromancer,William Gibson,3,18.56,55.68
22581,4965,63,The Code Breaker,Walter Isaacson,3,27.3,81.9
22582,4965,37,The Murder of Roger Ackroyd,Agatha Christie,3,14.86,44.58
22583,4965,92,The Guest List,Lucy Foley,2,15.58,31.16
22584,4965,43,The Book Thief,Markus Zusak,2,15.41,30.82
22585,4965,68,Don Quixote,Miguel de Cervantes,2,20.49,40.98
22586,4965,34,The Da Vinci Code,Dan Brown,3,16.66,49.98
22587,4966,32,The Girl with the Dragon Tattoo,Stieg Larsson,1,16.68,16.68
22588,4966,98,The Vanishing Half,Brit Bennett,3,22.18,66.54
22589,4966,1,The Great Gatsby,F. Scott Fitzgerald,2,11.28,22.56
22590,4966,31,Me Before You,Jojo Moyes,2,14.23,28.46
22591,4966,90,The Thursday Murder Club,Richard Osman,2,19.38,38.76
22592,4966,9,Wuthering Heights,Emily Brontë,1,10.99,10.99
22593,4966,12,Dune,Frank Herbert,1,14.91,14.91
22594,4966,88,The Power,Naomi Alderman,3,17.06,51.18
22595,4967,11,1984,George Orwell,1,13.64,13.64
22596,4967,20,Blade Runner (Do Androids Dream of Electric Sheep?),Philip K. Dick,2,12.32,24.64
22597,4967,22,The Hobbit,J.R.R. Tolkien,2,14.75,29.5
22598,4967,35,And Then There Were None,Agatha Christie,3,14.07,42.21
22599,4968,64,Leaves of Grass,Walt Whitman,2,14.32,28.64
22600,4968,22,The Hobbit,J.R.R. Tolkien,2,15.38,30.76
22601,4969,87,The Midnight Library,Matt Haig,1,20.01,20.01
22602,4969,30,The Notebook,Nicholas Sparks,3,11.77,35.31
22603,4969,64,Leaves of Grass,Walt Whitman,2,19.4,38.8
22604,4969,94,The Invisible Bridge,Julie Orringer,2,16.8,33.6
22605,4969,33,Gone Girl,Gillian Flynn,1,18.87,18.87
22606,4969,35,And Then There Were None,Agatha Christie,3,14.75,44.25
22607,4969,53,Divergent,Veronica Roth,3,18.19,54.57
22608,4969,34,The Da Vinci Code,Dan Brown,2,17.06,34.12
22609,4970,2,To Kill a Mockingbird,Harper Lee,2,19.41,38.82
22610,4970,5,Moby Dick,Herman Melville,1,13.37,13.37
22611,4971,55,Meditations,Marcus Aurelius,1,12.47,12.47
22612,4971,82,Circe,Madeline Miller,1,20.17,20.17
22613,4971,99,Such a Fun Age,Kiley Reid,1,16.39,16.39
22614,4971,18,Ender's Game,Orson Scott Card,2,13.48,26.96
22615,4971,35,And Then There Were None,Agatha Christie,3,12.87,38.61
22616,4971,24,The Name of the Wind,Patrick Rothfuss,3,17.43,52.29
22617,4971,1,The Great Gatsby,F. Scott Fitzgerald,3,14.96,44.88
22618,4972,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,3,16.68,50.04
22619,4972,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,1,15.22,15.22
22620,4973,16,The Martian,Andy Weir,2,17.97,35.94
22621,4973,64,Leaves of Grass,Walt Whitman,2,16.77,33.54
22622,4973,8,The Brothers Karamazov,Fyodor Dostoevsky,2,26.27,52.54
22623,4974,1,The Great Gatsby,F. Scott Fitzgerald,1,12.42,12.42
22624,4974,72,Treasure Island,Robert Louis Stevenson,1,10.92,10.92
22625,4974,76,The Kite Runner,Khaled Hosseini,2,15.55,31.1
22626,4975,73,Robinson Crusoe,Daniel Defoe,3,10.87,32.61
22627,4975,45,The Pillars of the Earth,Ken Follett,2,23.12,46.24
22628,4975,74,The Adventures of Tom Sawyer,Mark Twain,2,10.74,21.48
22629,4975,79,The Time Traveler's Wife,Audrey Niffenegger,1,16.2,16.2
22630,4975,83,Klara and the Sun,Kazuo Ishiguro,2,24.67,49.34
22631,4976,14,Brave New World,Aldous Huxley,2,18.91,37.82
